,ID,Brand,Name,Colorway,Silhouette,Retail Price,Estimated Market Value,Gender,Release Date,SKU,StockX Link,GOAT Link,Image
0,53a76d7e-7b77-4689-82b9-c2f1a62d9c28,jordan,Jordan 5 Retro Reverse Metallic (PS),white/black/white/silver,air jordan 5,90,90,kids,12/7/2024,440889-110,https://stockx.com/air-jordan-5-retro-reverse-metallic-ps,https://goat.com/sneakers/air-jordan-5-retro-ps-white-black-440889-110,https://images.stockx.com/images/air-jordan-5-retro-reverse-metallic-ps.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731101260
1,82067298-ec7a-48eb-b5cf-94f860b278e0,jordan,Jordan 5 Retro Reverse Metallic,white/black/white/silver,air jordan 5,200,116,men,12/7/2024,DD0587-110,https://stockx.com/air-jordan-5-retro-reverse-metallic,https://goat.com/sneakers/air-jordan-5-retro-white-black-dd0587-110,https://image.goat.com/attachments/product_template_pictures/images/102/998/163/original/1334513_00.png.png
2,98912f42-6f39-4a95-9d85-012e5b29c501,jordan,Jordan 5 Retro Reverse Metallic (TD),white/black/white/silver,air jordan 5,75,75,kids,12/7/2024,440890-110,https://stockx.com/air-jordan-5-retro-reverse-metallic-td,https://goat.com/sneakers/air-jordan-5-retro-td-white-black-440890-110,https://images.stockx.com/images/air-jordan-5-retro-reverse-metallic-td.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731101238
3,b8363c11-4ea6-4246-810c-55721b7a4451,jordan,Jordan 5 Retro Reverse Metallic (GS),white/black/white/silver,air jordan 5,150,150,kids,12/7/2024,440888-110,https://stockx.com/air-jordan-5-retro-reverse-metallic-gs,https://goat.com/sneakers/air-jordan-5-retro-gs-white-black-440888-110,https://images.stockx.com/images/air-jordan-5-retro-reverse-metallic-gs.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1730318243
4,4db7ca03-1802-472b-87c1-a8ac5804f6df,jordan,Jordan 1 Retro High Golf Patent Gold Toe,black/gold/white,air jordan 1,190,190,men,12/6/2024,DQ0660-002,https://stockx.com/air-jordan-1-retro-high-golf-patent-gold-toe,,https://images.stockx.com/images/Air-Jordan-1-Retro-High-Golf-Patent-Gold-Toe.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1732558392
5,4640b332-f5c7-43ec-9470-80977e03eada,jordan,Jordan Flight Court Who Decides War Bred (Women's),black/varsity red-off noir-muslin,jordan flight court,115,115,women,12/5/2024,HQ2958-006,https://stockx.com/air-jordan-flight-court-who-decides-war-bred-womens,https://goat.com/sneakers/who-decides-war-x-wmns-jordan-flight-court-the-world-is-your-court-hq2958-006,https://images.stockx.com/images/Air-Jordan-Flight-Court-Who-Decides-War-Bred-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1734037691
6,9b9c0916-ab7a-43bb-871f-f4ee118c76f5,jordan,Jordan 4 Retro Net White (Women's),white/white/gold,air jordan 4,210,2000,women,12/2/2024,FN7251-107,https://stockx.com/air-jordan-4-retro-net-womens,https://goat.com/sneakers/wmns-air-jordan-4-retro-white-phantom-fn7251-107,https://image.goat.com/attachments/product_template_pictures/images/105/644/223/original/FN7251_107.png.png
7,df92f847-3573-40f1-978c-05fc8ecf964b,jordan,Jordan 12 Retro Phantom (Women's),white/gold/white,air jordan 12,200,210,women,12/2/2024,FD9101-007,https://stockx.com/air-jordan-12-retro-phantom-womens,https://goat.com/sneakers/wmns-air-jordan-12-retro-phantom-fd9101-007,https://image.goat.com/attachments/product_template_pictures/images/105/346/606/original/FD9101_007.png.png
8,d03069df-9cc8-44e0-9bce-a598b167a876,jordan,Jordan 4 RM Iron Grey,iron grey/off noir/dark smoke grey/chambray,air jordan 4 rm,150,94,men,12/1/2024,FQ7939-002,https://stockx.com/air-jordan-4-rm-iron-grey,https://goat.com/sneakers/air-jordan-4-rm-iron-grey-fq7939-002,https://image.goat.com/attachments/product_template_pictures/images/103/229/091/original/FQ7939_002.png.png
9,0f772970-8337-4fd4-9e17-002345eeb10c,jordan,Air Jordan 1 Retro Low OG 'Game Royal',white/black/blue,air jordan 1,140,110,men,11/30/2024,CZ0790-140,https://stockx.com/air-jordan-1-retro-low-og-game-royal,https://goat.com/sneakers/air-jordan-1-retro-low-og-game-royal-cz0790-140,https://image.goat.com/attachments/product_template_pictures/images/104/574/848/original/1394984_00.png.png
10,250308fc-e4c9-4575-bc8e-70e64fdd4168,jordan,Jordan 1 Retro Low OG Game Royal (PS),white/black/blue,air jordan 1,75,99,kids,11/30/2024,FQ5436-140,https://stockx.com/air-jordan-1-retro-low-og-game-royal-ps,https://goat.com/sneakers/air-jordan-1-retro-low-og-ps-game-royal-fq5436-140,https://image.goat.com/attachments/product_template_pictures/images/103/482/822/original/FQ5436_140.png.png
11,2a668776-7c47-458b-8ace-00a1b12de46e,jordan,Jordan 1 Retro Low OG Game Royal (TD),white/black/blue,air jordan 1,65,59,kids,11/30/2024,FQ5435-140,https://stockx.com/air-jordan-1-retro-low-og-game-royal-td,https://goat.com/sneakers/air-jordan-1-retro-low-og-td-game-royal-fq5435-140,https://image.goat.com/attachments/product_template_pictures/images/105/644/224/original/FQ5435_140.png.png
12,db5e46a3-0598-4bf3-9a21-b72afd6eabcb,jordan,Jordan 1 Retro Low OG Game Royal (GS),white/black/blue,air jordan 1,120,108,kids,11/30/2024,CZ0858-140,https://stockx.com/air-jordan-1-retro-low-og-game-royal-gs,https://goat.com/sneakers/air-jordan-1-retro-low-og-gs-game-royal-cz0858-140,https://image.goat.com/attachments/product_template_pictures/images/105/644/208/original/CZ0858_140.png.png
13,012940e4-9f32-4d56-b760-cbedb90503f8,jordan,Jordan Jumpman Jack TR Travis Scott Dark Mocha (PS),dark mocha/black/white,jordan jumpman jack,90,279,kids,11/26/2024,FJ2851-204,https://stockx.com/air-jordan-jumpman-jack-tr-travis-scott-dark-mocha-ps,https://goat.com/sneakers/jordan-jumpman-jack-tr-ps-taupe-haze-fj2851-204,https://images.stockx.com/images/Air-Jordan-Jumpman-Jack-TR-Travis-Scott-Dark-Mocha-PS-Product.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1733238650
14,6961751e-c282-4697-97b8-90698f13c724,jordan,Jordan Jumpman Jack TR Travis Scott Taupe Haze,taupe haze/white/thunder blue/gum light brown,jordan jumpman jack,200,344,men,11/26/2024,FZ8117-204,https://stockx.com/air-jordan-cut-the-check-tr-travis-scott-mocha,https://goat.com/sneakers/jordan-jumpman-jack-tr-taupe-haze-fz8117-204,https://image.goat.com/attachments/product_template_pictures/images/104/655/141/original/1322928_00.png.png
15,d57e05b1-bafc-4e84-baa2-1600014d651b,jordan,Jordan Luka 3 Black Hyper Jade Pink (GS),black/hyper jade/hyper teal/pink prime,jordan luka 3,100,100,kids,11/26/2024,FQ8185-002,https://stockx.com/air-jordan-luka-3-black-hyper-jade-pink-gs,https://goat.com/sneakers/jordan-luka-3-gs-black-hyper-jade-pink-fq8185-002,https://images.stockx.com/images/Air-Jordan-Luka-3-Black-Hyper-Jade-Pink-GS.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731959283
16,ee34782c-b598-43f2-9375-7b146be239cd,jordan,Jordan Luka 3 Black Hyper Jade Pink,black/hyper jade/hyper teal/pink prime,jordan luka 3,130,300,men,11/26/2024,FQ1284-002,https://stockx.com/air-jordan-luka-3-black-hyper-jade-pink,https://goat.com/sneakers/jordan-luka-3-black-hyper-jade-pink-fq1284-002,https://image.goat.com/attachments/product_template_pictures/images/105/612/224/original/FQ1284_002.png.png
17,fcab1868-bb72-41c3-b64c-b9dd7ddd3482,jordan,Jordan Jumpman Jack TR Travis Scott Dark Mocha (TD),dark mocha/black/white,jordan jumpman jack,75,258,kids,11/26/2024,FJ2852-204,https://stockx.com/air-jordan-jumpman-jack-tr-travis-scott-dark-mocha-td,https://goat.com/sneakers/jordan-jumpman-jack-tr-td-taupe-haze-fj2852-204,https://images.stockx.com/images/Air-Jordan-Jumpman-Jack-TR-Travis-Scott-Dark-Mocha-TD-Product.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1733412188
18,020622c2-f76c-4fcf-93ba-2eeb4b5adddf,jordan,Jordan 3 Retro Black Cement Reimagined (TD),black/fire red/cement grey/white,air jordan 3,75,72,toddler,11/23/2024,DM0968-010,https://stockx.com/air-jordan-3-retro-black-cement-reimagined-td,https://goat.com/sneakers/air-jordan-3-retro-td-black-cement-reimagined-dm0968-010,https://image.goat.com/attachments/product_template_pictures/images/105/516/366/original/1372258_00.png.png
19,67f481dd-ddb2-4bf8-bcb1-5c588811a1bb,jordan,Jordan 3 Retro Black Cement Reimagined (GS),black/fire red/cement grey/white,air jordan 3,150,91,child,11/23/2024,DM0967-010,https://stockx.com/air-jordan-3-retro-black-cement-reimagined-gs,https://goat.com/sneakers/air-jordan-3-retro-gs-black-cement-reimagined-dm0967-010,https://image.goat.com/attachments/product_template_pictures/images/105/218/866/original/1372261_00.png.png
20,7e6d5f42-caa2-4992-9c54-d01181b64091,jordan,Jordan 3 Retro OG Black Cement (2024),black/fire red/cement grey/white,air jordan 3,220,177,men,11/23/2024,DN3707-010,https://stockx.com/air-jordan-3-retro-black-cement-2024,https://goat.com/sneakers/air-jordan-3-retro-black-cement-reimagined-dn3707-010,https://image.goat.com/attachments/product_template_pictures/images/103/964/733/original/1372257_00.png.png
21,b1385a96-73c7-4a9f-b35a-90fa12513da9,jordan,Jordan 3 Retro Black Cement Reimagined (PS),black/fire red/cement grey/white,air jordan 3,90,81,preschool,11/23/2024,DM0966-010,https://stockx.com/air-jordan-3-retro-black-cement-reimagined-ps,https://goat.com/sneakers/air-jordan-3-retro-ps-black-cement-reimagined-dm0966-010,https://image.goat.com/attachments/product_template_pictures/images/105/346/543/original/DM0966_010.png.png
22,13c2cfed-b42c-4260-bb97-8484319d267c,jordan,Air Jordan 9 Low Golf 'Charcoal',black/dark charcoal/true red,air jordan 9,230,285,men,11/22/2024,FJ5934-002,,https://goat.com/sneakers/air-jordan-9-low-golf-charcoal-fj5934-002,https://image.goat.com/attachments/product_template_pictures/images/105/467/355/original/FJ5934_002.png.png
23,0ca7b85d-0d49-4925-a30a-b12af98ccd3b,jordan,Jordan 1 Low SE Fur Swoosh (GS),legend light brown/pink oxford/red/pink foam,air jordan 1,110,78,kids,11/20/2024,FZ3928-200,https://stockx.com/air-jordan-1-low-se-fur-swoosh-gs,https://goat.com/sneakers/air-jordan-1-low-gs-fur-swoosh-fz3928-200,https://image.goat.com/attachments/product_template_pictures/images/104/054/625/original/FZ3928_200.png.png
24,0eb9e0f8-9322-411d-9de3-3dafb1bbb054,jordan,Jordan Spizike Low GS 'Bordeaux',red/blue/white,jordan spizike,125,161,youth,11/20/2024,FQ3950-641,,https://goat.com/sneakers/jordan-spizike-low-gs-bordeaux-fq3950-641,https://image.goat.com/attachments/product_template_pictures/images/103/935/047/original/FQ3950_641.png.png
25,e14dec6f-fc62-43bb-81e3-34e28f712688,jordan,Jordan 1 Mid SE Summit White Metallic Silver (GS),white/silver,air jordan 1,120,100,kids,11/20/2024,HQ3600-121,https://stockx.com/air-jordan-1-mid-se-summit-white-metallic-silver-gs,https://goat.com/sneakers/air-jordan-1-mid-se-gs-summit-white-metallic-silver-hq3600-121,https://image.goat.com/attachments/product_template_pictures/images/105/438/865/original/HQ3600_121.png.png
26,fb4e3691-0bbe-4863-9570-a89fac8a8f36,jordan,Air Jordan 1 Mid GS 'Game Royal',blue/black/white,air jordan 1,110,104,youth,11/20/2024,DQ8423-402,,https://goat.com/sneakers/air-jordan-1-mid-gs-game-royal-dq8423-402,https://image.goat.com/attachments/product_template_pictures/images/103/810/438/original/DQ8423_402.png.png
27,013ab73e-1074-42a5-93cc-a69572863930,jordan,Jordan 1 Retro High OG Medium Olive (GS),medium olive/black/white,air jordan 1,140,140,kids,11/16/2024,FD1437-200,https://stockx.com/air-jordan-1-retro-high-og-medium-olive-gs,https://goat.com/sneakers/air-jordan-1-retro-high-og-gs-olive-fd1437-200,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Medium-Olive-GS.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731612900
28,099cb65b-282c-40ac-915f-2ec8ff5a0caf,jordan,Jordan 4 Retro Fear (2024),black/white/gray/black/pure platinum,air jordan 4,215,181,men,11/16/2024,FQ8138-002,https://stockx.com/air-jordan-4-retro-fear-2024,https://goat.com/sneakers/air-jordan-4-retro-fear-2024-fq8138-002,https://image.goat.com/attachments/product_template_pictures/images/105/217/381/original/1373134_00.png.png
29,44cf95cc-0bc8-4baa-a81a-bebd6a8c6eb8,jordan,Jordan 4 Retro Fear (2024) (TD),black/white/gray/black/pure platinum,air jordan 4,85,50,kids,11/16/2024,FV4538-002,https://stockx.com/air-jordan-4-retro-fear-2024-td,https://goat.com/sneakers/air-jordan-4-retro-td-fear-2024-fv4538-002,https://image.goat.com/attachments/product_template_pictures/images/103/935/049/original/FV4538_002.png.png
30,47e03ee4-58d5-45c1-9b9e-409fdc412bf3,jordan,Jordan 4 Retro Fear (2024) (PS),black/white/gray/black/pure platinum,air jordan 4,100,71,kids,11/16/2024,FV4537-002,https://stockx.com/air-jordan-4-retro-fear-2024-ps,https://goat.com/sneakers/air-jordan-4-retro-ps-fear-2024-fv4537-002,https://image.goat.com/attachments/product_template_pictures/images/103/935/048/original/FV4537_002.png.png
31,6e01a19c-b177-4852-a43d-fcec05dad19c,jordan,Air Jordan 9 Retro PS 'Olive' 2024,black/true red/light olive,air jordan 9,100,300,youth,11/16/2024,401811-030,,https://goat.com/sneakers/air-jordan-9-retro-ps-olive-2024-401811-030,
32,7ad4d794-19f7-4d5a-a13a-e56509a99fca,jordan,Jordan 2/3 UNC,white/blue/navy,air jordan 2/3,160,88,men,11/16/2024,FD0383-144,https://stockx.com/air-jordan-2-3-unc,https://goat.com/sneakers/air-jordan-2-3-unc-fd0383-144,https://image.goat.com/attachments/product_template_pictures/images/105/346/599/original/FD0383_144.png.png
33,8921981a-031f-4ad2-88ab-22850e7aa178,jordan,Jordan 4 Retro Fear (2024) (GS),black/white/gray/black/pure platinum,air jordan 4,160,94,kids,11/16/2024,FQ8213-002,https://stockx.com/air-jordan-4-retro-fear-2024-gs,https://goat.com/sneakers/air-jordan-4-retro-gs-fear-2024-fq8213-002,https://image.goat.com/attachments/product_template_pictures/images/105/474/706/original/1373135_00.png.png
34,9d96478c-f502-4ebe-b718-a8bafab40a00,jordan,Jordan 2/3 UNC (GS),white/blue/navy,air jordan 3,120,120,kids,11/16/2024,FD0384-144,https://stockx.com/air-jordan-2-3-unc-gs,,https://images.stockx.com/images/Air-Jordan-2-3-UNC-GS.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1730143658
35,e1896b6b-6325-4cec-acb0-de87ee207ceb,jordan,Jordan 1 Retro High OG Medium Olive,medium olive/black/white,air jordan 1,180,2000,men,11/16/2024,DZ5485-200,https://stockx.com/air-jordan-1-retro-high-og-medium-olive,https://goat.com/sneakers/air-jordan-1-retro-high-og-olive-dz5485-200,https://image.goat.com/attachments/product_template_pictures/images/105/467/349/original/DZ5485_200.png.png
36,2455a088-e06a-4a0c-9444-5411b1fe0ada,jordan,Jordan 1 Mid Pink Oxford Brown (Women's),pink oxford/white/archaeo brown,air jordan 1,135,100,women,11/15/2024,BQ6472-620,https://stockx.com/air-jordan-1-mid-pink-oxford-brown-womens,https://goat.com/sneakers/wmns-air-jordan-1-mid-neapolitan-bq6472-620,https://image.goat.com/attachments/product_template_pictures/images/105/136/461/original/BQ6472_620.png.png
37,3de8ab4e-d4ca-4436-8616-4bbd8ccf7284,jordan,Jordan 1 Low Alt SE Black Silver Sail Gold (PS),black/white/gold/silver,air jordan 1,80,80,kids,11/15/2024,FZ3920-001,https://stockx.com/air-jordan-1-low-alt-se-black-silver-sail-gold-ps,https://goat.com/sneakers/air-jordan-1-low-alt-se-ps-black-metallic-silver-fz3920-001,https://image.goat.com/attachments/product_template_pictures/images/105/644/237/original/FZ3920_001.png.png
38,544e1287-13d0-4afd-aa5b-325d8cb889ec,jordan,Jordan 1 Mid Football Grey White Midnight Navy (Women's),football grey/navy/white,air jordan 1,135,100,women,11/15/2024,FZ8777-044,https://stockx.com/air-jordan-1-mid-football-grey-white-midnight-navy-womens,https://goat.com/sneakers/wmns-air-jordan-1-mid-midnight-navy-gold-charms-fz8777-044,https://image.goat.com/attachments/product_template_pictures/images/105/296/857/original/1479935_00.png.png
39,8c826e8a-90ac-4ce8-8b20-edb1f57aad42,jordan,Jordan Legacy 312 Low Sail Cement Grey Black Football Grey (Women's),white/cement grey/black/football grey,jordan legacy 312,145,230,women,11/15/2024,FQ7827-101,https://stockx.com/air-jordan-legacy-312-low-sail-cement-grey-black-football-grey-womens,https://goat.com/sneakers/wmns-jordan-legacy-312-low-sail-football-grey-fq7827-101,https://image.goat.com/attachments/product_template_pictures/images/105/612/226/original/FQ7827_101.png.png
40,9788eb20-5ada-4769-a745-b9822ac549d6,jordan,Jordan 1 Low SE Black Silver Sail Gold (GS),black/silver/white/gold,air jordan 1,110,110,kids,11/15/2024,FZ3921-001,https://stockx.com/air-jordan-1-low-se-black-silver-sail-gold-gs,https://goat.com/sneakers/air-jordan-1-low-se-gs-black-metallic-silver-fz3921-001,https://image.goat.com/attachments/product_template_pictures/images/105/644/238/original/FZ3921_001.png.png
41,a7345e17-dbef-4155-aa0d-fc89feaa1053,jordan,Jordan 1 Low SE Football Grey White Gym Red Midnight Navy (Women's),football grey/white/gym red/navy,air jordan 1,125,125,women,11/15/2024,FZ8778-044,https://stockx.com/air-jordan-1-low-se-football-grey-white-gym-red-midnight-navy-womens,https://goat.com/sneakers/wmns-air-jordan-1-low-se-midnight-navy-gold-charms-fz8778-044,https://image.goat.com/attachments/product_template_pictures/images/105/644/240/original/FZ8778_044.png.png
42,cbf1fe26-9859-43b5-a21d-b3c5c4bde418,jordan,Jordan 1 High Method Of Make Pink Oxford (Women's),pink oxford/atmosphere/white/legend light brown,air jordan 1,155,119,women,11/15/2024,FZ8779-600,https://stockx.com/air-jordan-1-high-method-of-make-pink-oxford-womens,https://goat.com/sneakers/wmns-air-jordan-1-high-method-of-make-pink-oxford-fz8779-600,https://image.goat.com/attachments/product_template_pictures/images/105/467/366/original/FZ8779_600.png.png
43,d857f20b-e1cf-4d39-aca8-d58bb18f70a9,jordan,Jordan 1 Brooklyn Pink Oxford Phantom (Women's),pink oxford/pink oxford/white,air jordan 1 brooklyn,165,100,women,11/15/2024,FJ5737-601,https://stockx.com/air-jordan-1-brooklyn-pink-oxford-phantom-womens,https://goat.com/sneakers/wmns-air-jordan-1-high-brooklyn-pink-oxford-fj5737-601,https://image.goat.com/attachments/product_template_pictures/images/105/058/705/original/FJ5737_601.png.png
44,e2882c3f-788b-4843-98f2-db28b56da6ea,jordan,Air Jordan 1 Mid SE PS 'Black Metallic Silver',black/silver/white/gold,air jordan 1,80,80,youth,11/15/2024,FZ3937-001,,https://goat.com/sneakers/air-jordan-1-mid-se-ps-black-metallic-silver-fz3937-001,https://image.goat.com/attachments/product_template_pictures/images/105/644/239/original/FZ3937_001.png.png
45,0c9186f8-3d24-4b11-ab36-86124ccef650,jordan,Jordan Tatum 3 Zen,platinum tint/black/particle grey/grey fog/vapor green,jordan tatum 3,125,125,men,11/14/2024,FZ6598-001/FZ6601-001,https://stockx.com/air-jordan-tatum-3-zen,,https://images.stockx.com/images/Air-Jordan-Tatum-3-Zen.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1730433605
46,1b8e7b62-4b84-4f99-bd3e-9df89500fa06,jordan,Jordan Tatum 3 Zen,platinum tint/black/particle grey/grey fog/vapor green,jordan tatum 3,125,125,men,11/14/2024,FZ6598-001,https://stockx.com/air-jordan-tatum-3-zen,,https://images.stockx.com/images/Air-Jordan-Tatum-3-Zen.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1730433605
47,3f19a871-5656-467c-a4b5-aa95f3506949,jordan,Jordan Tatum 3 PS 'Zen',platinum tint/black/particle grey/grey fog/vapor green,jordan tatum 3,75,75,youth,11/14/2024,HF3137-001,,https://goat.com/sneakers/jordan-tatum-3-ps-zen-hf3137-001,
48,57668640-942c-470b-9ea2-6e2aee511819,jordan,Jordan Heir Classic,black/white/gold,jordan heir,110,188,men,11/14/2024,FQ3858-007,https://stockx.com/air-jordan-heir-classic,https://goat.com/sneakers/jordan-heir-classic-fq3858-007,https://image.goat.com/attachments/product_template_pictures/images/105/612/225/original/FQ3858_007.png.png
49,81279406-1c9b-49a2-ba00-3a0ef1a475e9,jordan,Jordan Max Aura 6 GS 'Black University Blue',black/blue/white/black,jordan max aura,95,95,youth,11/14/2024,FQ8297-004,,https://goat.com/sneakers/jordan-max-aura-6-gs-black-university-blue-fq8297-004,https://image.goat.com/attachments/product_template_pictures/images/105/612/228/original/FQ8297_004.png.png
50,d503a523-87d8-4ef0-93aa-04da177ad35d,jordan,Jordan Tatum 3 Zen (GS),platinum tint/black/particle grey/grey fog/vapor green,jordan tatum 3,90,90,kids,11/14/2024,HF3136-001,https://stockx.com/air-jordan-tatum-3-zen-gs,https://goat.com/sneakers/jordan-tatum-3-gs-zen-hf3136-001,https://images.stockx.com/images/air-jordan-tatum-3-Zen-gs.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1733263285
51,e12f5c6b-9330-4a8f-a90f-a7f8baec0dd2,jordan,Jordan Tatum 3 TD 'Zen',platinum tint/black/particle grey/grey fog/vapor green,jordan tatum 3,55,55,infant,11/14/2024,HF3138-001,,https://goat.com/sneakers/jordan-tatum-3-td-zen-hf3138-001,
52,f8c05e8f-6fa1-42d1-8191-db36c70168cc,jordan,Jordan Tatum 3 Zen,platinum tint/black/particle grey/grey fog/vapor green,jordan tatum 3,125,125,men,11/14/2024,FZ6601-001,https://stockx.com/air-jordan-tatum-3-zen,,https://images.stockx.com/images/Air-Jordan-Tatum-3-Zen.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1730433605
53,19f6bab4-ccd6-410e-83d5-0be38b965748,jordan,Jordan Jumpman Jack TR TD 'Muslin Bright Cactus',muslin/black/bright cactus,jordan jumpman jack,75,2000,infant,11/13/2024,FJ2852-102,,https://goat.com/sneakers/jordan-jumpman-jack-tr-td-muslin-bright-cactus-fj2852-102,
54,71df7f6d-242c-4fb0-964f-bec1584d240d,jordan,Jordan Jumpman Jack TR Travis Scott Muslin,muslin/black-bright cactus,jordan jumpman jack,200,998,men,11/13/2024,FZ8117-102,https://stockx.com/air-jordan-jumpman-jack-tr-travis-scott-muslin,https://goat.com/sneakers/jordan-jumpman-jack-tr-muslin-bright-cactus-fz8117-102,https://image.goat.com/attachments/product_template_pictures/images/104/574/895/original/1426088_00.png.png
55,e800052e-e986-4db3-9d6d-3e3b04a44ddf,jordan,Jordan Jumpman Jack TR PS 'Muslin Bright Cactus',muslin/black/bright cactus,jordan jumpman jack,90,2000,youth,11/13/2024,FJ2851-102,,https://goat.com/sneakers/jordan-jumpman-jack-tr-ps-muslin-bright-cactus-fj2851-102,
56,f07f3476-77fe-4318-b3a6-dfdc367a1045,jordan,Jordan Spizike Low UNC,white/blue/gray/gray,jordan spizike,160,91,men,11/13/2024,FQ1759-141,https://stockx.com/air-jordan-spizike-low-unc,https://goat.com/sneakers/jordan-spizike-low-unc-fq1759-141,https://image.goat.com/attachments/product_template_pictures/images/102/300/219/original/FQ1759_141.png.png
57,2fbf4725-868e-4c32-a6a0-ceeae881a31d,jordan,Jordan 39 Croix,white/dark powder blue/black,air jordan 39,200,621,men,11/12/2024,FQ0213-100,https://stockx.com/air-jordan-39-croix,https://goat.com/sneakers/air-jordan-39-croix-fq0213-100,https://image.goat.com/attachments/product_template_pictures/images/105/212/137/original/FQ0213_100.png.png
58,41cf4e75-a361-48c7-aac8-2176e2b4e10b,jordan,Jordan 39 Barons,vast grey/black/pale ivory,air jordan 39,200,210,men,11/12/2024,FQ0213-010,https://stockx.com/air-jordan-39-barons,https://goat.com/sneakers/air-jordan-39-barons-fq0213-010,https://image.goat.com/attachments/product_template_pictures/images/105/346/630/original/FQ0213_010.png.png
59,59d67867-5c48-41b2-9242-607094492d53,jordan,Jordan Luka 3 Safari,white/laser orange/gum light brown/hyper jade,jordan luka 3,130,130,men,11/12/2024,FQ1284-400,https://stockx.com/air-jordan-luka-3-laser-orange,,https://images.stockx.com/images/Air-Jordan-Luka-3-Laser-Orange.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731490503
60,65e476d9-71a0-4d0a-bd3a-80d4feab5de1,jordan,Jordan Luka 3 Safari,white/laser orange/gum light brown/hyper jade,jordan luka 3,130,130,men,11/12/2024,FQ1285-100,https://stockx.com/air-jordan-luka-3-laser-orange,,https://images.stockx.com/images/Air-Jordan-Luka-3-Laser-Orange.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731490503
61,f9f9cdcd-4919-4443-952b-b257efb3855c,jordan,Jordan Luka 3 Safari,white/laser orange/gum light brown/hyper jade,jordan luka 3,130,130,men,11/12/2024,FQ1284-400/FQ1285-100,https://stockx.com/air-jordan-luka-3-laser-orange,,https://images.stockx.com/images/Air-Jordan-Luka-3-Laser-Orange.jpg?fit=fill&bg=FFFFFF&w=500&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1731490503
62,5b4e1507-8ed9-4326-9f80-2bb0d3e75e8d,jordan,Jordan 11 Retro Bred Velvet (PS),black/gym red/white,air jordan 11,100,86,kids,11/11/2024,HF7807-061,https://stockx.com/air-jordan-11-retro-bred-velvet-ps,https://goat.com/sneakers/air-jordan-11-ps-retro-ps-bred-velvet-hf7807-061,https://image.goat.com/attachments/product_template_pictures/images/105/346/720/original/HF7807_061.png.png
63,65c2eb0a-f87e-412f-be27-57442d957311,jordan,Jordan 11 Retro Bred Velvet (Women's),black/gym red/white,air jordan 11,230,192,women,11/11/2024,DB5457-061,https://stockx.com/air-jordan-11-retro-bred-velvet-womens,https://goat.com/sneakers/wmns-air-jordan-11-retro-bred-velvet-db5457-061,https://image.goat.com/attachments/product_template_pictures/images/105/392/726/original/1395042_00.png.png
64,f62075b6-f2de-4875-9709-d559e8e40443,jordan,Jordan 11 Retro Bred Velvet (TD),black/gym red/white,air jordan 11,85,75,kids,11/11/2024,HF7808-061,https://stockx.com/air-jordan-11-retro-bred-velvet-td,https://goat.com/sneakers/air-jordan-11-ps-retro-td-bred-velvet-hf7808-061,https://image.goat.com/attachments/product_template_pictures/images/105/346/721/original/HF7808_061.png.png
